,api_element,cq,suggest_sen,kwd
1691,"Map.compute(K key, BiFunction<? super K,? super V,? extends V> remappingFunction)","what's the parameter of Map.compute(K key, BiFunction<? super K,? super V,? extends V> remappingFunction)?","the parameter of Map.compute(K key, BiFunction<? super K,? super V,? extends V> remappingFunction) should be  key with which the specified value is to be associated.","['parameter', 'Map.compute(K key, BiFunction<? super K,? super V,? extends V> remappingFunction)']"
1692,"Map.merge(K key, V value, BiFunction<? super V,? super V,? extends V> remappingFunction)","what's the return of Map.merge(K key, V value, BiFunction<? super V,? super V,? extends V> remappingFunction)?","the return of Map.merge(K key, V value, BiFunction<? super V,? super V,? extends V> remappingFunction) should be value - the non-null value to be merged with the existing value
        associated with the key or, if no existing value or a null value
        is associated with the key, to be associated with the key.","['return', 'Map.merge(K key, V value, BiFunction<? super V,? super V,? extends V> remappingFunction)']"
1693,"Map.merge(K key, V value, BiFunction<? super V,? super V,? extends V> remappingFunction)","what's the parameter of Map.merge(K key, V value, BiFunction<? super V,? super V,? extends V> remappingFunction)?","the parameter of Map.merge(K key, V value, BiFunction<? super V,? super V,? extends V> remappingFunction) should be  key with which the resulting value is to be associated.","['parameter', 'Map.merge(K key, V value, BiFunction<? super V,? super V,? extends V> remappingFunction)']"
1694,MissingFormatArgumentException.getFormatSpecifier(),what's the return of MissingFormatArgumentException.getFormatSpecifier()?,the return of MissingFormatArgumentException.getFormatSpecifier() should be the unmatched format specifier..,"['return', 'MissingFormatArgumentException.getFormatSpecifier()']"
1695,MissingFormatWidthException.getFormatSpecifier(),what's the return of MissingFormatWidthException.getFormatSpecifier()?,the return of MissingFormatWidthException.getFormatSpecifier() should be the format specifier which does not have a width..,"['return', 'MissingFormatWidthException.getFormatSpecifier()']"
1696,MissingResourceException.getClassName(),what's the return of MissingResourceException.getClassName()?,the return of MissingResourceException.getClassName() should be the name of the resource class.,"['return', 'MissingResourceException.getClassName()']"
1697,MissingResourceException.getKey(),what's the return of MissingResourceException.getKey()?,the return of MissingResourceException.getKey() should be the key for the missing resource.,"['return', 'MissingResourceException.getKey()']"
1698,NavigableMap.lowerEntry(K key),what's the return of NavigableMap.lowerEntry(K key)?,"the return of NavigableMap.lowerEntry(K key) should be an entry with the greatest key less than key,
         or null if there is no such key.","['return', 'NavigableMap.lowerEntry(K key)']"
1699,NavigableMap.lowerEntry(K key),what's the parameter of NavigableMap.lowerEntry(K key)?,the parameter of NavigableMap.lowerEntry(K key) should be  the key.,"['parameter', 'NavigableMap.lowerEntry(K key)']"
1700,NavigableMap.lowerKey(K key),what's the return of NavigableMap.lowerKey(K key)?,"the return of NavigableMap.lowerKey(K key) should be the greatest key less than key,
         or null if there is no such key.","['return', 'NavigableMap.lowerKey(K key)']"
1701,NavigableMap.lowerKey(K key),what's the parameter of NavigableMap.lowerKey(K key)?,the parameter of NavigableMap.lowerKey(K key) should be  the key.,"['parameter', 'NavigableMap.lowerKey(K key)']"
1702,NavigableMap.floorEntry(K key),what's the return of NavigableMap.floorEntry(K key)?,"the return of NavigableMap.floorEntry(K key) should be an entry with the greatest key less than or equal to
         key, or null if there is no such key.","['return', 'NavigableMap.floorEntry(K key)']"
1703,NavigableMap.floorEntry(K key),what's the parameter of NavigableMap.floorEntry(K key)?,the parameter of NavigableMap.floorEntry(K key) should be  the key.,"['parameter', 'NavigableMap.floorEntry(K key)']"
1704,NavigableMap.floorKey(K key),what's the return of NavigableMap.floorKey(K key)?,"the return of NavigableMap.floorKey(K key) should be the greatest key less than or equal to key,
         or null if there is no such key.","['return', 'NavigableMap.floorKey(K key)']"
1705,NavigableMap.floorKey(K key),what's the parameter of NavigableMap.floorKey(K key)?,the parameter of NavigableMap.floorKey(K key) should be  the key.,"['parameter', 'NavigableMap.floorKey(K key)']"
1706,NavigableMap.ceilingEntry(K key),what's the return of NavigableMap.ceilingEntry(K key)?,"the return of NavigableMap.ceilingEntry(K key) should be an entry with the least key greater than or equal to
         key, or null if there is no such key.","['return', 'NavigableMap.ceilingEntry(K key)']"
1707,NavigableMap.ceilingEntry(K key),what's the parameter of NavigableMap.ceilingEntry(K key)?,the parameter of NavigableMap.ceilingEntry(K key) should be  the key.,"['parameter', 'NavigableMap.ceilingEntry(K key)']"
1708,NavigableMap.ceilingKey(K key),what's the return of NavigableMap.ceilingKey(K key)?,"the return of NavigableMap.ceilingKey(K key) should be the least key greater than or equal to key,
         or null if there is no such key.","['return', 'NavigableMap.ceilingKey(K key)']"
1709,NavigableMap.ceilingKey(K key),what's the parameter of NavigableMap.ceilingKey(K key)?,the parameter of NavigableMap.ceilingKey(K key) should be  the key.,"['parameter', 'NavigableMap.ceilingKey(K key)']"
1710,NavigableMap.higherEntry(K key),what's the return of NavigableMap.higherEntry(K key)?,"the return of NavigableMap.higherEntry(K key) should be an entry with the least key greater than key,
         or null if there is no such key.","['return', 'NavigableMap.higherEntry(K key)']"
1711,NavigableMap.higherEntry(K key),what's the parameter of NavigableMap.higherEntry(K key)?,the parameter of NavigableMap.higherEntry(K key) should be  the key.,"['parameter', 'NavigableMap.higherEntry(K key)']"
1712,NavigableMap.higherKey(K key),what's the return of NavigableMap.higherKey(K key)?,"the return of NavigableMap.higherKey(K key) should be the least key greater than key,
         or null if there is no such key.","['return', 'NavigableMap.higherKey(K key)']"
1713,NavigableMap.higherKey(K key),what's the parameter of NavigableMap.higherKey(K key)?,the parameter of NavigableMap.higherKey(K key) should be  the key.,"['parameter', 'NavigableMap.higherKey(K key)']"
1714,NavigableMap.firstEntry(),what's the return of NavigableMap.firstEntry()?,"the return of NavigableMap.firstEntry() should be an entry with the least key,
         or null if this map is empty.","['return', 'NavigableMap.firstEntry()']"
1715,NavigableMap.lastEntry(),what's the return of NavigableMap.lastEntry()?,"the return of NavigableMap.lastEntry() should be an entry with the greatest key,
         or null if this map is empty.","['return', 'NavigableMap.lastEntry()']"
1716,NavigableMap.pollFirstEntry(),what's the return of NavigableMap.pollFirstEntry()?,"the return of NavigableMap.pollFirstEntry() should be the removed first entry of this map,
         or null if this map is empty.","['return', 'NavigableMap.pollFirstEntry()']"
1717,NavigableMap.pollLastEntry(),what's the return of NavigableMap.pollLastEntry()?,"the return of NavigableMap.pollLastEntry() should be the removed last entry of this map,
         or null if this map is empty.","['return', 'NavigableMap.pollLastEntry()']"
1718,NavigableMap.descendingMap(),what's the return of NavigableMap.descendingMap()?,the return of NavigableMap.descendingMap() should be a reverse order view of this map.,"['return', 'NavigableMap.descendingMap()']"
1719,NavigableMap.navigableKeySet(),what's the return of NavigableMap.navigableKeySet()?,the return of NavigableMap.navigableKeySet() should be a navigable set view of the keys in this map.,"['return', 'NavigableMap.navigableKeySet()']"
1720,NavigableMap.descendingKeySet(),what's the return of NavigableMap.descendingKeySet()?,the return of NavigableMap.descendingKeySet() should be a reverse order navigable set view of the keys in this map.,"['return', 'NavigableMap.descendingKeySet()']"
1721,"NavigableMap.subMap(K fromKey, boolean fromInclusive, K toKey, boolean toInclusive)","what's the return of NavigableMap.subMap(K fromKey, boolean fromInclusive, K toKey, boolean toInclusive)?","the return of NavigableMap.subMap(K fromKey, boolean fromInclusive, K toKey, boolean toInclusive) should be fromInclusive - true if the low endpoint
        is to be included in the returned view.","['return', 'NavigableMap.subMap(K fromKey, boolean fromInclusive, K toKey, boolean toInclusive)']"
1722,"NavigableMap.subMap(K fromKey, boolean fromInclusive, K toKey, boolean toInclusive)","what's the parameter of NavigableMap.subMap(K fromKey, boolean fromInclusive, K toKey, boolean toInclusive)?","the parameter of NavigableMap.subMap(K fromKey, boolean fromInclusive, K toKey, boolean toInclusive) should be  low endpoint of the keys in the returned map.","['parameter', 'NavigableMap.subMap(K fromKey, boolean fromInclusive, K toKey, boolean toInclusive)']"
1723,"NavigableMap.headMap(K toKey, boolean inclusive)","what's the return of NavigableMap.headMap(K toKey, boolean inclusive)?","the return of NavigableMap.headMap(K toKey, boolean inclusive) should be inclusive - true if the high endpoint
        is to be included in the returned view.","['return', 'NavigableMap.headMap(K toKey, boolean inclusive)']"
1724,"NavigableMap.headMap(K toKey, boolean inclusive)","what's the parameter of NavigableMap.headMap(K toKey, boolean inclusive)?","the parameter of NavigableMap.headMap(K toKey, boolean inclusive) should be  high endpoint of the keys in the returned map.","['parameter', 'NavigableMap.headMap(K toKey, boolean inclusive)']"
1725,"NavigableMap.tailMap(K fromKey, boolean inclusive)","what's the return of NavigableMap.tailMap(K fromKey, boolean inclusive)?","the return of NavigableMap.tailMap(K fromKey, boolean inclusive) should be inclusive - true if the low endpoint
        is to be included in the returned view.","['return', 'NavigableMap.tailMap(K fromKey, boolean inclusive)']"
1726,"NavigableMap.tailMap(K fromKey, boolean inclusive)","what's the parameter of NavigableMap.tailMap(K fromKey, boolean inclusive)?","the parameter of NavigableMap.tailMap(K fromKey, boolean inclusive) should be  low endpoint of the keys in the returned map.","['parameter', 'NavigableMap.tailMap(K fromKey, boolean inclusive)']"
1727,"SortedMap.subMap(K fromKey, K toKey)","what's the return of SortedMap.subMap(K fromKey, K toKey)?","the return of SortedMap.subMap(K fromKey, K toKey) should be a view of the portion of this map whose keys range from fromKey, inclusive, to toKey, exclusive. (If fromKey and toKey are equal, the returned map is empty.) The returned map is backed by this map, so changes in the returned map are reflected in this map, and vice-versa. The returned map supports all optional map operations that this map supports..","['return', 'SortedMap.subMap(K fromKey, K toKey)']"
1728,"SortedMap.subMap(K fromKey, K toKey)","what's the parameter of SortedMap.subMap(K fromKey, K toKey)?","the parameter of SortedMap.subMap(K fromKey, K toKey) should be  low endpoint (inclusive) of the keys in the returned map.","['parameter', 'SortedMap.subMap(K fromKey, K toKey)']"
1729,SortedMap.headMap(K toKey),what's the return of SortedMap.headMap(K toKey)?,"the return of SortedMap.headMap(K toKey) should be a view of the portion of this map whose keys are strictly less than toKey. The returned map is backed by this map, so changes in the returned map are reflected in this map, and vice-versa. The returned map supports all optional map operations that this map supports..","['return', 'SortedMap.headMap(K toKey)']"
1730,SortedMap.headMap(K toKey),what's the parameter of SortedMap.headMap(K toKey)?,the parameter of SortedMap.headMap(K toKey) should be  high endpoint (exclusive) of the keys in the returned map.,"['parameter', 'SortedMap.headMap(K toKey)']"
1731,SortedMap.tailMap(K fromKey),what's the return of SortedMap.tailMap(K fromKey)?,"the return of SortedMap.tailMap(K fromKey) should be a view of the portion of this map whose keys are greater than or equal to fromKey. The returned map is backed by this map, so changes in the returned map are reflected in this map, and vice-versa. The returned map supports all optional map operations that this map supports..","['return', 'SortedMap.tailMap(K fromKey)']"
1732,SortedMap.tailMap(K fromKey),what's the parameter of SortedMap.tailMap(K fromKey)?,the parameter of SortedMap.tailMap(K fromKey) should be  low endpoint (inclusive) of the keys in the returned map.,"['parameter', 'SortedMap.tailMap(K fromKey)']"
1733,NavigableSet.lower(E e),what's the return of NavigableSet.lower(E e)?,"the return of NavigableSet.lower(E e) should be the greatest element in this set strictly less than the given element, or null if there is no such element..","['return', 'NavigableSet.lower(E e)']"
1734,NavigableSet.lower(E e),what's the parameter of NavigableSet.lower(E e)?,the parameter of NavigableSet.lower(E e) should be  the value to match.,"['parameter', 'NavigableSet.lower(E e)']"
1735,NavigableSet.floor(E e),what's the return of NavigableSet.floor(E e)?,"the return of NavigableSet.floor(E e) should be the greatest element in this set less than or equal to the given element, or null if there is no such element..","['return', 'NavigableSet.floor(E e)']"
1736,NavigableSet.floor(E e),what's the parameter of NavigableSet.floor(E e)?,the parameter of NavigableSet.floor(E e) should be  the value to match.,"['parameter', 'NavigableSet.floor(E e)']"
1737,NavigableSet.ceiling(E e),what's the return of NavigableSet.ceiling(E e)?,"the return of NavigableSet.ceiling(E e) should be the least element in this set greater than or equal to the given element, or null if there is no such element..","['return', 'NavigableSet.ceiling(E e)']"
1738,NavigableSet.ceiling(E e),what's the parameter of NavigableSet.ceiling(E e)?,the parameter of NavigableSet.ceiling(E e) should be  the value to match.,"['parameter', 'NavigableSet.ceiling(E e)']"
1739,NavigableSet.higher(E e),what's the return of NavigableSet.higher(E e)?,"the return of NavigableSet.higher(E e) should be the least element in this set strictly greater than the given element, or null if there is no such element..","['return', 'NavigableSet.higher(E e)']"
1740,NavigableSet.higher(E e),what's the parameter of NavigableSet.higher(E e)?,the parameter of NavigableSet.higher(E e) should be  the value to match.,"['parameter', 'NavigableSet.higher(E e)']"
1741,NavigableSet.pollFirst(),what's the return of NavigableSet.pollFirst()?,"the return of NavigableSet.pollFirst() should be the first element, or null if this set is empty.","['return', 'NavigableSet.pollFirst()']"
1742,NavigableSet.pollLast(),what's the return of NavigableSet.pollLast()?,"the return of NavigableSet.pollLast() should be the last element, or null if this set is empty.","['return', 'NavigableSet.pollLast()']"
1743,Collection.iterator(),what's the return of Collection.iterator()?,the return of Collection.iterator() should be an iterator over the elements in this deque in proper sequence. The elements will be returned in order from first (head) to last (tail)..,"['return', 'Collection.iterator()']"
1744,NavigableSet.descendingSet(),what's the return of NavigableSet.descendingSet()?,"the return of NavigableSet.descendingSet() should be a reverse order view of the elements contained in this set. The descending set is backed by this set, so changes to the set are reflected in the descending set, and vice-versa. If either set is modified while an iteration over either set is in progress (except through the iterator's own remove operation), the results of the iteration are undefined..","['return', 'NavigableSet.descendingSet()']"
1745,NavigableSet.descendingIterator(),what's the return of NavigableSet.descendingIterator()?,"the return of NavigableSet.descendingIterator() should be an iterator over the elements in this set, in descending order. Equivalent in effect to descendingSet().iterator()..","['return', 'NavigableSet.descendingIterator()']"
1746,"NavigableSet.subSet(E fromElement, boolean fromInclusive, E toElement, boolean toInclusive)","what's the return of NavigableSet.subSet(E fromElement, boolean fromInclusive, E toElement, boolean toInclusive)?","the return of NavigableSet.subSet(E fromElement, boolean fromInclusive, E toElement, boolean toInclusive) should be a view of the portion of this set whose elements range from fromElement to toElement. If fromElement and toElement are equal, the returned set is empty unless fromInclusive and toInclusive are both true. The returned set is backed by this set, so changes in the returned set are reflected in this set, and vice-versa. The returned set supports all optional set operations that this set supports..","['return', 'NavigableSet.subSet(E fromElement, boolean fromInclusive, E toElement, boolean toInclusive)']"
1747,"NavigableSet.subSet(E fromElement, boolean fromInclusive, E toElement, boolean toInclusive)","what's the parameter of NavigableSet.subSet(E fromElement, boolean fromInclusive, E toElement, boolean toInclusive)?","the parameter of NavigableSet.subSet(E fromElement, boolean fromInclusive, E toElement, boolean toInclusive) should be  low endpoint of the returned set.","['parameter', 'NavigableSet.subSet(E fromElement, boolean fromInclusive, E toElement, boolean toInclusive)']"
1748,"NavigableSet.headSet(E toElement, boolean inclusive)","what's the return of NavigableSet.headSet(E toElement, boolean inclusive)?","the return of NavigableSet.headSet(E toElement, boolean inclusive) should be a view of the portion of this set whose elements are less than (or equal to, if inclusive is true) toElement. The returned set is backed by this set, so changes in the returned set are reflected in this set, and vice-versa. The returned set supports all optional set operations that this set supports..","['return', 'NavigableSet.headSet(E toElement, boolean inclusive)']"
1749,"NavigableSet.headSet(E toElement, boolean inclusive)","what's the parameter of NavigableSet.headSet(E toElement, boolean inclusive)?","the parameter of NavigableSet.headSet(E toElement, boolean inclusive) should be  high endpoint of the returned set.","['parameter', 'NavigableSet.headSet(E toElement, boolean inclusive)']"
1750,"NavigableSet.tailSet(E fromElement, boolean inclusive)","what's the return of NavigableSet.tailSet(E fromElement, boolean inclusive)?","the return of NavigableSet.tailSet(E fromElement, boolean inclusive) should be a view of the portion of this set whose elements are greater than (or equal to, if inclusive is true) fromElement. The returned set is backed by this set, so changes in the returned set are reflected in this set, and vice-versa. The returned set supports all optional set operations that this set supports..","['return', 'NavigableSet.tailSet(E fromElement, boolean inclusive)']"
1751,"NavigableSet.tailSet(E fromElement, boolean inclusive)","what's the parameter of NavigableSet.tailSet(E fromElement, boolean inclusive)?","the parameter of NavigableSet.tailSet(E fromElement, boolean inclusive) should be  low endpoint of the returned set.","['parameter', 'NavigableSet.tailSet(E fromElement, boolean inclusive)']"
1752,"SortedSet.subSet(E fromElement, E toElement)","what's the return of SortedSet.subSet(E fromElement, E toElement)?","the return of SortedSet.subSet(E fromElement, E toElement) should be a view of the portion of this set whose elements range from fromElement, inclusive, to toElement, exclusive. (If fromElement and toElement are equal, the returned set is empty.) The returned set is backed by this set, so changes in the returned set are reflected in this set, and vice-versa. The returned set supports all optional set operations that this set supports..","['return', 'SortedSet.subSet(E fromElement, E toElement)']"
1753,"SortedSet.subSet(E fromElement, E toElement)","what's the parameter of SortedSet.subSet(E fromElement, E toElement)?","the parameter of SortedSet.subSet(E fromElement, E toElement) should be  low endpoint (inclusive) of the returned set.","['parameter', 'SortedSet.subSet(E fromElement, E toElement)']"
1754,SortedSet.headSet(E toElement),what's the return of SortedSet.headSet(E toElement)?,"the return of SortedSet.headSet(E toElement) should be a view of the portion of this set whose elements are strictly less than toElement. The returned set is backed by this set, so changes in the returned set are reflected in this set, and vice-versa. The returned set supports all optional set operations that this set supports..","['return', 'SortedSet.headSet(E toElement)']"
1755,SortedSet.headSet(E toElement),what's the parameter of SortedSet.headSet(E toElement)?,the parameter of SortedSet.headSet(E toElement) should be  high endpoint (exclusive) of the returned set.,"['parameter', 'SortedSet.headSet(E toElement)']"
1756,SortedSet.tailSet(E fromElement),what's the return of SortedSet.tailSet(E fromElement)?,"the return of SortedSet.tailSet(E fromElement) should be a view of the portion of this set whose elements are greater than or equal to fromElement. The returned set is backed by this set, so changes in the returned set are reflected in this set, and vice-versa. The returned set supports all optional set operations that this set supports..","['return', 'SortedSet.tailSet(E fromElement)']"
1757,SortedSet.tailSet(E fromElement),what's the parameter of SortedSet.tailSet(E fromElement)?,the parameter of SortedSet.tailSet(E fromElement) should be  low endpoint (inclusive) of the returned set.,"['parameter', 'SortedSet.tailSet(E fromElement)']"
1758,"Objects.equals(Object a, Object b)","what's the return of Objects.equals(Object a, Object b)?","the return of Objects.equals(Object a, Object b) should be true if the arguments are equal to each other and false otherwise. Consequently, if both arguments are null, true is returned and if exactly one argument is null, false is returned. Otherwise, equality is determined by using the equals method of the first argument..","['return', 'Objects.equals(Object a, Object b)']"
1759,"Objects.equals(Object a, Object b)","what's the parameter of Objects.equals(Object a, Object b)?","the parameter of Objects.equals(Object a, Object b) should be  an object.","['parameter', 'Objects.equals(Object a, Object b)']"
1760,"Objects.deepEquals(Object a, Object b)","what's the return of Objects.deepEquals(Object a, Object b)?","the return of Objects.deepEquals(Object a, Object b) should be true if the arguments are deeply equal to each other and false otherwise. Two null values are deeply equal. If both arguments are arrays, the algorithm in Arrays.deepEquals is used to determine equality. Otherwise, equality is determined by using the equals method of the first argument..","['return', 'Objects.deepEquals(Object a, Object b)']"
1761,"Objects.deepEquals(Object a, Object b)","what's the parameter of Objects.deepEquals(Object a, Object b)?","the parameter of Objects.deepEquals(Object a, Object b) should be  an object.","['parameter', 'Objects.deepEquals(Object a, Object b)']"
1762,Objects.hashCode(Object o),what's the return of Objects.hashCode(Object o)?,the return of Objects.hashCode(Object o) should be the hash code of a non-null argument and 0 for a null argument..,"['return', 'Objects.hashCode(Object o)']"
1763,Objects.hashCode(Object o),what's the parameter of Objects.hashCode(Object o)?,the parameter of Objects.hashCode(Object o) should be  an object.,"['parameter', 'Objects.hashCode(Object o)']"
1764,Objects.hash(Object... values),what's the return of Objects.hash(Object... values)?,the return of Objects.hash(Object... values) should be a hash value of the sequence of input values.,"['return', 'Objects.hash(Object... values)']"
1765,Objects.toString(Object o),what's the return of Objects.toString(Object o)?,"the return of Objects.toString(Object o) should be the result of calling toString for a non-null argument and ""null"" for a null argument..","['return', 'Objects.toString(Object o)']"
1766,Objects.toString(Object o),what's the parameter of Objects.toString(Object o)?,the parameter of Objects.toString(Object o) should be  an object.,"['parameter', 'Objects.toString(Object o)']"
1767,"Objects.toString(Object o, String nullDefault)","what's the return of Objects.toString(Object o, String nullDefault)?","the return of Objects.toString(Object o, String nullDefault) should be the result of calling toString on the first argument if the first argument is not null and returns the second argument otherwise..","['return', 'Objects.toString(Object o, String nullDefault)']"
1768,"Objects.toString(Object o, String nullDefault)","what's the parameter of Objects.toString(Object o, String nullDefault)?","the parameter of Objects.toString(Object o, String nullDefault) should be  an object.","['parameter', 'Objects.toString(Object o, String nullDefault)']"
1769,"Objects.toString(Object o, String nullDefault)","what's the parameter of Objects.toString(Object o, String nullDefault)?","the parameter of Objects.toString(Object o, String nullDefault) should be  an object.","['parameter', 'Objects.toString(Object o, String nullDefault)']"
1770,"Objects.compare(T a, T b, Comparator<? super T> c)","what's the return of Objects.compare(T a, T b, Comparator<? super T> c)?","the return of Objects.compare(T a, T b, Comparator<? super T> c) should be 0 if the arguments are identical and c.compare(a, b) otherwise. Consequently, if both arguments are null 0 is returned..","['return', 'Objects.compare(T a, T b, Comparator<? super T> c)']"
1771,Objects.requireNonNull(T obj),what's the return of Objects.requireNonNull(T obj)?,the return of Objects.requireNonNull(T obj) should be obj if not null.,"['return', 'Objects.requireNonNull(T obj)']"
1772,"Objects.requireNonNull(T obj, String message)","what's the return of Objects.requireNonNull(T obj, String message)?","the return of Objects.requireNonNull(T obj, String message) should be message - detail message to be used in the event that a NullPointerException is thrown.","['return', 'Objects.requireNonNull(T obj, String message)']"
1773,"Objects.requireNonNull(T obj, String message)","what's the parameter of Objects.requireNonNull(T obj, String message)?","the parameter of Objects.requireNonNull(T obj, String message) should be  the object reference to check for nullity.","['parameter', 'Objects.requireNonNull(T obj, String message)']"
1774,Objects.isNull(Object obj),what's the return of Objects.isNull(Object obj)?,the return of Objects.isNull(Object obj) should be true if the provided reference is null otherwise returns false..,"['return', 'Objects.isNull(Object obj)']"
1775,Objects.isNull(Object obj),what's the parameter of Objects.isNull(Object obj)?,the parameter of Objects.isNull(Object obj) should be  a reference to be checked against null.,"['parameter', 'Objects.isNull(Object obj)']"
1776,Objects.nonNull(Object obj),what's the return of Objects.nonNull(Object obj)?,the return of Objects.nonNull(Object obj) should be true if the provided reference is non-null otherwise returns false..,"['return', 'Objects.nonNull(Object obj)']"
1777,Objects.nonNull(Object obj),what's the parameter of Objects.nonNull(Object obj)?,the parameter of Objects.nonNull(Object obj) should be  a reference to be checked against null.,"['parameter', 'Objects.nonNull(Object obj)']"
1778,"Objects.requireNonNull(T obj, Supplier<String> messageSupplier)","what's the return of Objects.requireNonNull(T obj, Supplier<String> messageSupplier)?","the return of Objects.requireNonNull(T obj, Supplier<String> messageSupplier) should be messageSupplier - supplier of the detail message to be
 used in the event that a NullPointerException is thrown.","['return', 'Objects.requireNonNull(T obj, Supplier<String> messageSupplier)']"
1779,Observable.addObserver(Observer o),what's the parameter of Observable.addObserver(Observer o)?,the parameter of Observable.addObserver(Observer o) should be  an observer to be added..,"['parameter', 'Observable.addObserver(Observer o)']"
1780,Observable.deleteObserver(Observer o),what's the parameter of Observable.deleteObserver(Observer o)?,the parameter of Observable.deleteObserver(Observer o) should be  the observer to be deleted..,"['parameter', 'Observable.deleteObserver(Observer o)']"
1781,Observable.notifyObservers(Object arg),what's the parameter of Observable.notifyObservers(Object arg)?,the parameter of Observable.notifyObservers(Object arg) should be  any object..,"['parameter', 'Observable.notifyObservers(Object arg)']"
1782,"Observer.update(Observable o, Object arg)","what's the parameter of Observer.update(Observable o, Object arg)?","the parameter of Observer.update(Observable o, Object arg) should be  the observable object..","['parameter', 'Observer.update(Observable o, Object arg)']"
1783,"Observer.update(Observable o, Object arg)","what's the parameter of Observer.update(Observable o, Object arg)?","the parameter of Observer.update(Observable o, Object arg) should be  the observable object..","['parameter', 'Observer.update(Observable o, Object arg)']"
1784,Object.equals(Object obj),what's the return of Object.equals(Object obj)?,"the return of Object.equals(Object obj) should be true if the objects are the same;
          false otherwise..","['return', 'Object.equals(Object obj)']"
1785,Object.equals(Object obj),what's the parameter of Object.equals(Object obj)?,the parameter of Object.equals(Object obj) should be  the object to compare with..,"['parameter', 'Object.equals(Object obj)']"
1786,Object.hashCode(),what's the return of Object.hashCode()?,the return of Object.hashCode() should be the hash code computed from the package name..,"['return', 'Object.hashCode()']"
1787,Object.toString(),what's the return of Object.toString()?,"the return of Object.toString() should be the string representation of this Package. Its value is the string ""package "" and the package name. If the package title is defined it is appended. If the package version is defined it is appended..","['return', 'Object.toString()']"
1788,Object.equals(Object obj),what's the return of Object.equals(Object obj)?,"the return of Object.equals(Object obj) should be true if the objects are the same;
          false otherwise..","['return', 'Object.equals(Object obj)']"
1789,Object.equals(Object obj),what's the parameter of Object.equals(Object obj)?,the parameter of Object.equals(Object obj) should be  the object to compare with..,"['parameter', 'Object.equals(Object obj)']"
1790,Object.hashCode(),what's the return of Object.hashCode()?,the return of Object.hashCode() should be the hash code computed from the package name..,"['return', 'Object.hashCode()']"
1791,Object.toString(),what's the return of Object.toString()?,"the return of Object.toString() should be the string representation of this Package. Its value is the string ""package "" and the package name. If the package title is defined it is appended. If the package version is defined it is appended..","['return', 'Object.toString()']"
1792,OptionalInt.empty(),what's the return of OptionalInt.empty()?,the return of OptionalInt.empty() should be an empty OptionalInt instance. No value is present for this OptionalInt..,"['return', 'OptionalInt.empty()']"
1793,OptionalInt.of(int value),what's the return of OptionalInt.of(int value)?,the return of OptionalInt.of(int value) should be an OptionalInt with the value present.,"['return', 'OptionalInt.of(int value)']"
1794,OptionalInt.getAsInt(),what's the return of OptionalInt.getAsInt()?,the return of OptionalInt.getAsInt() should be the value held by this OptionalInt.,"['return', 'OptionalInt.getAsInt()']"
1795,OptionalInt.isPresent(),what's the return of OptionalInt.isPresent()?,"the return of OptionalInt.isPresent() should be true if there is a value present, otherwise false.","['return', 'OptionalInt.isPresent()']"
1796,OptionalInt.ifPresent(IntConsumer consumer),what's the parameter of OptionalInt.ifPresent(IntConsumer consumer)?,the parameter of OptionalInt.ifPresent(IntConsumer consumer) should be  block to be executed if a value is present.,"['parameter', 'OptionalInt.ifPresent(IntConsumer consumer)']"
1797,OptionalInt.orElse(int other),what's the return of OptionalInt.orElse(int other)?,"the return of OptionalInt.orElse(int other) should be the value, if present, otherwise other.","['return', 'OptionalInt.orElse(int other)']"
1798,OptionalInt.orElseGet(IntSupplier other),what's the return of OptionalInt.orElseGet(IntSupplier other)?,the return of OptionalInt.orElseGet(IntSupplier other) should be the value if present otherwise the result of other.getAsInt().,"['return', 'OptionalInt.orElseGet(IntSupplier other)']"
1799,OptionalInt.orElseGet(IntSupplier other),what's the parameter of OptionalInt.orElseGet(IntSupplier other)?,"the parameter of OptionalInt.orElseGet(IntSupplier other) should be  a IntSupplier whose result is returned if no value
 is present.","['parameter', 'OptionalInt.orElseGet(IntSupplier other)']"
1800,OptionalInt.orElseThrow(Supplier<X> exceptionSupplier),what's the return of OptionalInt.orElseThrow(Supplier<X> exceptionSupplier)?,the return of OptionalInt.orElseThrow(Supplier<X> exceptionSupplier) should be the present value.,"['return', 'OptionalInt.orElseThrow(Supplier<X> exceptionSupplier)']"
1801,Object.equals(Object obj),what's the return of Object.equals(Object obj)?,"the return of Object.equals(Object obj) should be true if the objects are the same;
          false otherwise..","['return', 'Object.equals(Object obj)']"
1802,Object.equals(Object obj),what's the parameter of Object.equals(Object obj)?,the parameter of Object.equals(Object obj) should be  the object to compare with..,"['parameter', 'Object.equals(Object obj)']"
1803,Object.hashCode(),what's the return of Object.hashCode()?,the return of Object.hashCode() should be the hash code computed from the package name..,"['return', 'Object.hashCode()']"
1804,Object.toString(),what's the return of Object.toString()?,"the return of Object.toString() should be the string representation of this Package. Its value is the string ""package "" and the package name. If the package title is defined it is appended. If the package version is defined it is appended..","['return', 'Object.toString()']"
1805,Object.equals(Object obj),what's the return of Object.equals(Object obj)?,"the return of Object.equals(Object obj) should be true if the objects are the same;
          false otherwise..","['return', 'Object.equals(Object obj)']"
1806,Object.equals(Object obj),what's the parameter of Object.equals(Object obj)?,the parameter of Object.equals(Object obj) should be  the object to compare with..,"['parameter', 'Object.equals(Object obj)']"
