api_element,cq,suggest_sen,kwd
java.lang.String,"if you use a constructor belongs to  java.lang.String,which type do you use？",,"['constructor', 'java.lang.String']"
java.lang.StringBuffer,"If you use a method belongs to java.lang.StringBuffer , which method do you use?",,"['method', 'java.lang.StringBuffer', 'method']"
java.lang.StringBuffer,"if you use a constructor belongs to  java.lang.StringBuffer,which type do you use？",,"['constructor', 'java.lang.StringBuffer']"
java.lang.StringBuilder,"If you use a method belongs to java.lang.StringBuilder , which method do you use?",,"['method', 'java.lang.StringBuilder', 'method']"
java.lang.StringBuilder,"if you use a constructor belongs to  java.lang.StringBuilder,which type do you use？",,"['constructor', 'java.lang.StringBuilder']"
java.lang.StringIndexOutOfBoundsException,"If you use a method belongs to java.lang.StringIndexOutOfBoundsException , which method do you use?",,"['method', 'java.lang.StringIndexOutOfBoundsException', 'method']"
java.lang.StringIndexOutOfBoundsException,"if you use a constructor belongs to  java.lang.StringIndexOutOfBoundsException,which type do you use？",,"['constructor', 'java.lang.StringIndexOutOfBoundsException']"
java.lang.System,"If you use a method belongs to java.lang.System , which method do you use?",,"['method', 'java.lang.System', 'method']"
java.lang.Thread,"If you use a method belongs to java.lang.Thread , which method do you use?",,"['method', 'java.lang.Thread', 'method']"
java.lang.Thread,"if you use a constructor belongs to  java.lang.Thread,which type do you use？",,"['constructor', 'java.lang.Thread']"
java.lang.Thread.State,"If you use a method belongs to java.lang.Thread.State , which method do you use?",,"['method', 'java.lang.Thread.State', 'method']"
java.lang.Thread.UncaughtExceptionHandler,"If you use a method belongs to java.lang.Thread.UncaughtExceptionHandler , which method do you use?",,"['method', 'java.lang.Thread.UncaughtExceptionHandler', 'method']"
java.lang.ThreadDeath,"If you use a method belongs to java.lang.ThreadDeath , which method do you use?",,"['method', 'java.lang.ThreadDeath', 'method']"
java.lang.ThreadDeath,"if you use a constructor belongs to  java.lang.ThreadDeath,which type do you use？",,"['constructor', 'java.lang.ThreadDeath']"
java.lang.ThreadGroup,"If you use a method belongs to java.lang.ThreadGroup , which method do you use?",,"['method', 'java.lang.ThreadGroup', 'method']"
java.lang.ThreadGroup,"if you use a constructor belongs to  java.lang.ThreadGroup,which type do you use？",,"['constructor', 'java.lang.ThreadGroup']"
java.lang.ThreadLocal,"If you use a method belongs to java.lang.ThreadLocal , which method do you use?",,"['method', 'java.lang.ThreadLocal', 'method']"
java.lang.ThreadLocal,"if you use a constructor belongs to  java.lang.ThreadLocal,which type do you use？",,"['constructor', 'java.lang.ThreadLocal']"
java.lang.Throwable,"If you use a method belongs to java.lang.Throwable , which method do you use?",,"['method', 'java.lang.Throwable', 'method']"
java.lang.Throwable,"if you use a constructor belongs to  java.lang.Throwable,which type do you use？",,"['constructor', 'java.lang.Throwable']"
java.lang.TypeNotPresentException,"If you use a method belongs to java.lang.TypeNotPresentException , which method do you use?",,"['method', 'java.lang.TypeNotPresentException', 'method']"
java.lang.TypeNotPresentException,"if you use a constructor belongs to  java.lang.TypeNotPresentException,which type do you use？",,"['constructor', 'java.lang.TypeNotPresentException']"
java.lang.UnknownError,"If you use a method belongs to java.lang.UnknownError , which method do you use?",,"['method', 'java.lang.UnknownError', 'method']"
java.lang.UnknownError,"if you use a constructor belongs to  java.lang.UnknownError,which type do you use？",,"['constructor', 'java.lang.UnknownError']"
java.lang.UnsatisfiedLinkError,"If you use a method belongs to java.lang.UnsatisfiedLinkError , which method do you use?",,"['method', 'java.lang.UnsatisfiedLinkError', 'method']"
java.lang.UnsatisfiedLinkError,"if you use a constructor belongs to  java.lang.UnsatisfiedLinkError,which type do you use？",,"['constructor', 'java.lang.UnsatisfiedLinkError']"
java.lang.UnsupportedClassVersionError,Did your class or interface extends the java.lang.ClassFormatError ?,,['java.lang.ClassFormatError']
java.lang.UnsupportedClassVersionError,"If you use a method belongs to java.lang.UnsupportedClassVersionError , which method do you use?",,"['method', 'java.lang.UnsupportedClassVersionError', 'method']"
java.lang.UnsupportedClassVersionError,"if you use a constructor belongs to  java.lang.UnsupportedClassVersionError,which type do you use？",,"['constructor', 'java.lang.UnsupportedClassVersionError']"
java.lang.UnsupportedOperationException,"If you use a method belongs to java.lang.UnsupportedOperationException , which method do you use?",,"['method', 'java.lang.UnsupportedOperationException', 'method']"
java.lang.UnsupportedOperationException,"if you use a constructor belongs to  java.lang.UnsupportedOperationException,which type do you use？",,"['constructor', 'java.lang.UnsupportedOperationException']"
java.lang.VerifyError,"If you use a method belongs to java.lang.VerifyError , which method do you use?",,"['method', 'java.lang.VerifyError', 'method']"
java.lang.VerifyError,"if you use a constructor belongs to  java.lang.VerifyError,which type do you use？",,"['constructor', 'java.lang.VerifyError']"
java.lang.VirtualMachineError,"If you use a method belongs to java.lang.VirtualMachineError , which method do you use?",,"['method', 'java.lang.VirtualMachineError', 'method']"
java.lang.VirtualMachineError,"if you use a constructor belongs to  java.lang.VirtualMachineError,which type do you use？",,"['constructor', 'java.lang.VirtualMachineError']"
java.lang.Void,"If you use a method belongs to java.lang.Void , which method do you use?",,"['method', 'java.lang.Void', 'method']"
java.util.AbstractCollection,"If you use a method belongs to java.util.AbstractCollection , which method do you use?",,"['method', 'java.util.AbstractCollection', 'method']"
java.util.AbstractCollection,"if you use a constructor belongs to  java.util.AbstractCollection,which type do you use？",,"['constructor', 'java.util.AbstractCollection']"
java.util.AbstractList,Did your class or interface extends the java.util.AbstractCollection ?,,['java.util.AbstractCollection']
java.util.AbstractList,"If you use a method belongs to java.util.AbstractList , which method do you use?",,"['method', 'java.util.AbstractList', 'method']"
java.util.AbstractList,"if you use a constructor belongs to  java.util.AbstractList,which type do you use？",,"['constructor', 'java.util.AbstractList']"
java.util.AbstractMap,"If you use a method belongs to java.util.AbstractMap , which method do you use?",,"['method', 'java.util.AbstractMap', 'method']"
java.util.AbstractMap,"if you use a constructor belongs to  java.util.AbstractMap,which type do you use？",,"['constructor', 'java.util.AbstractMap']"
java.util.AbstractMap.SimpleEntry,"If you use a method belongs to java.util.AbstractMap.SimpleEntry , which method do you use?",,"['method', 'java.util.AbstractMap.SimpleEntry', 'method']"
java.util.AbstractMap.SimpleEntry,"if you use a constructor belongs to  java.util.AbstractMap.SimpleEntry,which type do you use？",,"['constructor', 'java.util.AbstractMap.SimpleEntry']"
java.util.AbstractMap.SimpleImmutableEntry,"If you use a method belongs to java.util.AbstractMap.SimpleImmutableEntry , which method do you use?",,"['method', 'java.util.AbstractMap.SimpleImmutableEntry', 'method']"
java.util.AbstractMap.SimpleImmutableEntry,"if you use a constructor belongs to  java.util.AbstractMap.SimpleImmutableEntry,which type do you use？",,"['constructor', 'java.util.AbstractMap.SimpleImmutableEntry']"
java.util.AbstractQueue,"If you use a method belongs to java.util.AbstractQueue , which method do you use?",,"['method', 'java.util.AbstractQueue', 'method']"
java.util.AbstractQueue,"if you use a constructor belongs to  java.util.AbstractQueue,which type do you use？",,"['constructor', 'java.util.AbstractQueue']"
java.util.AbstractSequentialList,Did your class or interface extends the java.util.AbstractList ?,,['java.util.AbstractList']
java.util.AbstractSequentialList,"If you use a method belongs to java.util.AbstractSequentialList , which method do you use?",,"['method', 'java.util.AbstractSequentialList', 'method']"
java.util.AbstractSequentialList,"if you use a constructor belongs to  java.util.AbstractSequentialList,which type do you use？",,"['constructor', 'java.util.AbstractSequentialList']"
java.util.AbstractSet,"If you use a method belongs to java.util.AbstractSet , which method do you use?",,"['method', 'java.util.AbstractSet', 'method']"
java.util.AbstractSet,"if you use a constructor belongs to  java.util.AbstractSet,which type do you use？",,"['constructor', 'java.util.AbstractSet']"
java.util.ArrayDeque,"If you use a method belongs to java.util.ArrayDeque , which method do you use?",,"['method', 'java.util.ArrayDeque', 'method']"
java.util.ArrayDeque,"if you use a constructor belongs to  java.util.ArrayDeque,which type do you use？",,"['constructor', 'java.util.ArrayDeque']"
java.util.ArrayList,"If you use a method belongs to java.util.ArrayList , which method do you use?",,"['method', 'java.util.ArrayList', 'method']"
java.util.ArrayList,"if you use a constructor belongs to  java.util.ArrayList,which type do you use？",,"['constructor', 'java.util.ArrayList']"
java.util.Arrays,"If you use a method belongs to java.util.Arrays , which method do you use?",,"['method', 'java.util.Arrays', 'method']"
java.util.Base64.Decoder,"If you use a method belongs to java.util.Base64.Decoder , which method do you use?",,"['method', 'java.util.Base64.Decoder', 'method']"
java.util.Base64.Encoder,"If you use a method belongs to java.util.Base64.Encoder , which method do you use?",,"['method', 'java.util.Base64.Encoder', 'method']"
java.util.Base64,"If you use a method belongs to java.util.Base64 , which method do you use?",,"['method', 'java.util.Base64', 'method']"
java.util.BitSet,"If you use a method belongs to java.util.BitSet , which method do you use?",,"['method', 'java.util.BitSet', 'method']"
java.util.BitSet,"if you use a constructor belongs to  java.util.BitSet,which type do you use？",,"['constructor', 'java.util.BitSet']"
java.util.Calendar.Builder,"If you use a method belongs to java.util.Calendar.Builder , which method do you use?",,"['method', 'java.util.Calendar.Builder', 'method']"
java.util.Calendar.Builder,"if you use a constructor belongs to  java.util.Calendar.Builder,which type do you use？",,"['constructor', 'java.util.Calendar.Builder']"
java.util.Calendar,"If you use a method belongs to java.util.Calendar , which method do you use?",,"['method', 'java.util.Calendar', 'method']"
java.util.Calendar,"if you use a constructor belongs to  java.util.Calendar,which type do you use？",,"['constructor', 'java.util.Calendar']"
java.util.Collection,Did your class or interface extends the java.lang.Iterable ?,,['java.lang.Iterable']
java.util.Collection,"If you use a method belongs to java.util.Collection , which method do you use?",,"['method', 'java.util.Collection', 'method']"
java.util.Collections,"If you use a method belongs to java.util.Collections , which method do you use?",,"['method', 'java.util.Collections', 'method']"
java.util.Comparator,"If you use a method belongs to java.util.Comparator , which method do you use?",,"['method', 'java.util.Comparator', 'method']"
java.util.ConcurrentModificationException,"If you use a method belongs to java.util.ConcurrentModificationException , which method do you use?",,"['method', 'java.util.ConcurrentModificationException', 'method']"
java.util.ConcurrentModificationException,"if you use a constructor belongs to  java.util.ConcurrentModificationException,which type do you use？",,"['constructor', 'java.util.ConcurrentModificationException']"
java.util.Currency,"If you use a method belongs to java.util.Currency , which method do you use?",,"['method', 'java.util.Currency', 'method']"
java.util.Date,"If you use a method belongs to java.util.Date , which method do you use?",,"['method', 'java.util.Date', 'method']"
java.util.Date,"if you use a constructor belongs to  java.util.Date,which type do you use？",,"['constructor', 'java.util.Date']"
java.util.Deque,Did your class or interface extends the java.util.Queue ?,,['java.util.Queue']
java.util.Deque,"If you use a method belongs to java.util.Deque , which method do you use?",,"['method', 'java.util.Deque', 'method']"
java.util.Dictionary,"If you use a method belongs to java.util.Dictionary , which method do you use?",,"['method', 'java.util.Dictionary', 'method']"
java.util.Dictionary,"if you use a constructor belongs to  java.util.Dictionary,which type do you use？",,"['constructor', 'java.util.Dictionary']"
java.util.DoubleSummaryStatistics,"If you use a method belongs to java.util.DoubleSummaryStatistics , which method do you use?",,"['method', 'java.util.DoubleSummaryStatistics', 'method']"
java.util.DoubleSummaryStatistics,"if you use a constructor belongs to  java.util.DoubleSummaryStatistics,which type do you use？",,"['constructor', 'java.util.DoubleSummaryStatistics']"
java.util.DuplicateFormatFlagsException,Did your class or interface extends the java.util.IllegalFormatException ?,,['java.util.IllegalFormatException']
java.util.DuplicateFormatFlagsException,"If you use a method belongs to java.util.DuplicateFormatFlagsException , which method do you use?",,"['method', 'java.util.DuplicateFormatFlagsException', 'method']"
java.util.DuplicateFormatFlagsException,"if you use a constructor belongs to  java.util.DuplicateFormatFlagsException,which type do you use？",,"['constructor', 'java.util.DuplicateFormatFlagsException']"
java.util.EmptyStackException,"If you use a method belongs to java.util.EmptyStackException , which method do you use?",,"['method', 'java.util.EmptyStackException', 'method']"
java.util.EmptyStackException,"if you use a constructor belongs to  java.util.EmptyStackException,which type do you use？",,"['constructor', 'java.util.EmptyStackException']"
java.util.Enumeration,"If you use a method belongs to java.util.Enumeration , which method do you use?",,"['method', 'java.util.Enumeration', 'method']"
java.util.EnumMap<K,Did your class or interface extends the java.lang.AbstractMap ?,,['java.lang.AbstractMap']
java.util.EnumMap<K,"If you use a method belongs to java.util.EnumMap<K , which method do you use?",,"['method', 'java.util.EnumMap<K', 'method']"
java.util.EnumMap<K,"if you use a constructor belongs to  java.util.EnumMap<K,which type do you use？",,"['constructor', 'java.util.EnumMap<K']"
java.util.EnumSet<E,Did your class or interface extends the java.lang.AbstractSet ?,,['java.lang.AbstractSet']
java.util.EnumSet<E,"If you use a method belongs to java.util.EnumSet<E , which method do you use?",,"['method', 'java.util.EnumSet<E', 'method']"
java.util.EventListenerProxy<T,Did your class or interface extends the java.util.Object ?,,['java.util.Object']
java.util.EventListenerProxy<T,"If you use a method belongs to java.util.EventListenerProxy<T , which method do you use?",,"['method', 'java.util.EventListenerProxy<T', 'method']"
java.util.EventListenerProxy<T,"if you use a constructor belongs to  java.util.EventListenerProxy<T,which type do you use？",,"['constructor', 'java.util.EventListenerProxy<T']"
java.util.EventObject,"If you use a method belongs to java.util.EventObject , which method do you use?",,"['method', 'java.util.EventObject', 'method']"
java.util.EventObject,"if you use a constructor belongs to  java.util.EventObject,which type do you use？",,"['constructor', 'java.util.EventObject']"
java.util.FormatFlagsConversionMismatchException,"If you use a method belongs to java.util.FormatFlagsConversionMismatchException , which method do you use?",,"['method', 'java.util.FormatFlagsConversionMismatchException', 'method']"
java.util.FormatFlagsConversionMismatchException,"if you use a constructor belongs to  java.util.FormatFlagsConversionMismatchException,which type do you use？",,"['constructor', 'java.util.FormatFlagsConversionMismatchException']"
java.util.Formattable,"If you use a method belongs to java.util.Formattable , which method do you use?",,"['method', 'java.util.Formattable', 'method']"
java.util.FormattableFlags,"If you use a method belongs to java.util.FormattableFlags , which method do you use?",,"['method', 'java.util.FormattableFlags', 'method']"
java.util.Formatter.BigDecimalLayoutForm,"If you use a method belongs to java.util.Formatter.BigDecimalLayoutForm , which method do you use?",,"['method', 'java.util.Formatter.BigDecimalLayoutForm', 'method']"
java.util.Formatter,"If you use a method belongs to java.util.Formatter , which method do you use?",,"['method', 'java.util.Formatter', 'method']"
java.util.Formatter,"if you use a constructor belongs to  java.util.Formatter,which type do you use？",,"['constructor', 'java.util.Formatter']"
java.util.FormatterClosedException,Did your class or interface extends the java.lang.IllegalStateException ?,,['java.lang.IllegalStateException']
java.util.FormatterClosedException,"If you use a method belongs to java.util.FormatterClosedException , which method do you use?",,"['method', 'java.util.FormatterClosedException', 'method']"
java.util.FormatterClosedException,"if you use a constructor belongs to  java.util.FormatterClosedException,which type do you use？",,"['constructor', 'java.util.FormatterClosedException']"
java.util.GregorianCalendar,Did your class or interface extends the java.util.Calendar ?,,['java.util.Calendar']
java.util.GregorianCalendar,"If you use a method belongs to java.util.GregorianCalendar , which method do you use?",,"['method', 'java.util.GregorianCalendar', 'method']"
java.util.GregorianCalendar,"if you use a constructor belongs to  java.util.GregorianCalendar,which type do you use？",,"['constructor', 'java.util.GregorianCalendar']"
java.util.HashMap,Did your class or interface extends the java.util.AbstractMap ?,,['java.util.AbstractMap']
java.util.HashMap,"If you use a method belongs to java.util.HashMap , which method do you use?",,"['method', 'java.util.HashMap', 'method']"
java.util.HashMap,"if you use a constructor belongs to  java.util.HashMap,which type do you use？",,"['constructor', 'java.util.HashMap']"
java.util.HashSet,Did your class or interface extends the java.util.AbstractSet ?,,['java.util.AbstractSet']
java.util.HashSet,"If you use a method belongs to java.util.HashSet , which method do you use?",,"['method', 'java.util.HashSet', 'method']"
java.util.HashSet,"if you use a constructor belongs to  java.util.HashSet,which type do you use？",,"['constructor', 'java.util.HashSet']"
java.util.Hashtable,Did your class or interface extends the java.util.Dictionary ?,,['java.util.Dictionary']
java.util.Hashtable,"If you use a method belongs to java.util.Hashtable , which method do you use?",,"['method', 'java.util.Hashtable', 'method']"
java.util.Hashtable,"if you use a constructor belongs to  java.util.Hashtable,which type do you use？",,"['constructor', 'java.util.Hashtable']"
java.util.IdentityHashMap,"If you use a method belongs to java.util.IdentityHashMap , which method do you use?",,"['method', 'java.util.IdentityHashMap', 'method']"
java.util.IdentityHashMap,"if you use a constructor belongs to  java.util.IdentityHashMap,which type do you use？",,"['constructor', 'java.util.IdentityHashMap']"
java.util.IllegalFormatCodePointException,"If you use a method belongs to java.util.IllegalFormatCodePointException , which method do you use?",,"['method', 'java.util.IllegalFormatCodePointException', 'method']"
java.util.IllegalFormatCodePointException,"if you use a constructor belongs to  java.util.IllegalFormatCodePointException,which type do you use？",,"['constructor', 'java.util.IllegalFormatCodePointException']"
java.util.IllegalFormatConversionException,"If you use a method belongs to java.util.IllegalFormatConversionException , which method do you use?",,"['method', 'java.util.IllegalFormatConversionException', 'method']"
java.util.IllegalFormatConversionException,"if you use a constructor belongs to  java.util.IllegalFormatConversionException,which type do you use？",,"['constructor', 'java.util.IllegalFormatConversionException']"
java.util.IllegalFormatException,"If you use a method belongs to java.util.IllegalFormatException , which method do you use?",,"['method', 'java.util.IllegalFormatException', 'method']"
java.util.IllegalFormatFlagsException,"If you use a method belongs to java.util.IllegalFormatFlagsException , which method do you use?",,"['method', 'java.util.IllegalFormatFlagsException', 'method']"
java.util.IllegalFormatFlagsException,"if you use a constructor belongs to  java.util.IllegalFormatFlagsException,which type do you use？",,"['constructor', 'java.util.IllegalFormatFlagsException']"
java.util.IllegalFormatPrecisionException,"If you use a method belongs to java.util.IllegalFormatPrecisionException , which method do you use?",,"['method', 'java.util.IllegalFormatPrecisionException', 'method']"
java.util.IllegalFormatPrecisionException,"if you use a constructor belongs to  java.util.IllegalFormatPrecisionException,which type do you use？",,"['constructor', 'java.util.IllegalFormatPrecisionException']"
java.util.IllegalFormatWidthException,"If you use a method belongs to java.util.IllegalFormatWidthException , which method do you use?",,"['method', 'java.util.IllegalFormatWidthException', 'method']"
java.util.IllegalFormatWidthException,"if you use a constructor belongs to  java.util.IllegalFormatWidthException,which type do you use？",,"['constructor', 'java.util.IllegalFormatWidthException']"
java.util.IllformedLocaleException,"If you use a method belongs to java.util.IllformedLocaleException , which method do you use?",,"['method', 'java.util.IllformedLocaleException', 'method']"
java.util.IllformedLocaleException,"if you use a constructor belongs to  java.util.IllformedLocaleException,which type do you use？",,"['constructor', 'java.util.IllformedLocaleException']"
java.util.InputMismatchException,Did your class or interface extends the java.util.NoSuchElementException ?,,['java.util.NoSuchElementException']
java.util.InputMismatchException,"If you use a method belongs to java.util.InputMismatchException , which method do you use?",,"['method', 'java.util.InputMismatchException', 'method']"
java.util.InputMismatchException,"if you use a constructor belongs to  java.util.InputMismatchException,which type do you use？",,"['constructor', 'java.util.InputMismatchException']"
java.util.IntSummaryStatistics,"If you use a method belongs to java.util.IntSummaryStatistics , which method do you use?",,"['method', 'java.util.IntSummaryStatistics', 'method']"
java.util.IntSummaryStatistics,"if you use a constructor belongs to  java.util.IntSummaryStatistics,which type do you use？",,"['constructor', 'java.util.IntSummaryStatistics']"
java.util.InvalidPropertiesFormatException,Did your class or interface extends the java.io.IOException ?,,['java.io.IOException']
java.util.InvalidPropertiesFormatException,"If you use a method belongs to java.util.InvalidPropertiesFormatException , which method do you use?",,"['method', 'java.util.InvalidPropertiesFormatException', 'method']"
java.util.InvalidPropertiesFormatException,"if you use a constructor belongs to  java.util.InvalidPropertiesFormatException,which type do you use？",,"['constructor', 'java.util.InvalidPropertiesFormatException']"
java.util.Iterator,"If you use a method belongs to java.util.Iterator , which method do you use?",,"['method', 'java.util.Iterator', 'method']"
java.util.LinkedHashMap,Did your class or interface extends the java.util.HashMap ?,,['java.util.HashMap']
java.util.LinkedHashMap,"If you use a method belongs to java.util.LinkedHashMap , which method do you use?",,"['method', 'java.util.LinkedHashMap', 'method']"
java.util.LinkedHashMap,"if you use a constructor belongs to  java.util.LinkedHashMap,which type do you use？",,"['constructor', 'java.util.LinkedHashMap']"
java.util.LinkedHashSet,Did your class or interface extends the java.util.HashSet ?,,['java.util.HashSet']
java.util.LinkedHashSet,"If you use a method belongs to java.util.LinkedHashSet , which method do you use?",,"['method', 'java.util.LinkedHashSet', 'method']"
java.util.LinkedHashSet,"if you use a constructor belongs to  java.util.LinkedHashSet,which type do you use？",,"['constructor', 'java.util.LinkedHashSet']"
java.util.LinkedList,Did your class or interface extends the java.util.AbstractSequentialList ?,,['java.util.AbstractSequentialList']
java.util.LinkedList,"If you use a method belongs to java.util.LinkedList , which method do you use?",,"['method', 'java.util.LinkedList', 'method']"
java.util.LinkedList,"if you use a constructor belongs to  java.util.LinkedList,which type do you use？",,"['constructor', 'java.util.LinkedList']"
java.util.List,Did your class or interface extends the java.util.Collection ?,,['java.util.Collection']
java.util.List,"If you use a method belongs to java.util.List , which method do you use?",,"['method', 'java.util.List', 'method']"
java.util.ListIterator,Did your class or interface extends the java.util.Iterator ?,,['java.util.Iterator']
java.util.ListIterator,"If you use a method belongs to java.util.ListIterator , which method do you use?",,"['method', 'java.util.ListIterator', 'method']"
java.util.ListResourceBundle,Did your class or interface extends the java.util.ResourceBundle ?,,['java.util.ResourceBundle']
java.util.ListResourceBundle,"If you use a method belongs to java.util.ListResourceBundle , which method do you use?",,"['method', 'java.util.ListResourceBundle', 'method']"
java.util.ListResourceBundle,"if you use a constructor belongs to  java.util.ListResourceBundle,which type do you use？",,"['constructor', 'java.util.ListResourceBundle']"
java.util.Locale.Builder,"If you use a method belongs to java.util.Locale.Builder , which method do you use?",,"['method', 'java.util.Locale.Builder', 'method']"
java.util.Locale.Builder,"if you use a constructor belongs to  java.util.Locale.Builder,which type do you use？",,"['constructor', 'java.util.Locale.Builder']"
java.util.Locale.Category,"If you use a method belongs to java.util.Locale.Category , which method do you use?",,"['method', 'java.util.Locale.Category', 'method']"
java.util.Locale.FilteringMode,"If you use a method belongs to java.util.Locale.FilteringMode , which method do you use?",,"['method', 'java.util.Locale.FilteringMode', 'method']"
java.util.Locale,"If you use a method belongs to java.util.Locale , which method do you use?",,"['method', 'java.util.Locale', 'method']"
java.util.Locale,"if you use a constructor belongs to  java.util.Locale,which type do you use？",,"['constructor', 'java.util.Locale']"
java.util.Locale.LanguageRange,"If you use a method belongs to java.util.Locale.LanguageRange , which method do you use?",,"['method', 'java.util.Locale.LanguageRange', 'method']"
java.util.Locale.LanguageRange,"if you use a constructor belongs to  java.util.Locale.LanguageRange,which type do you use？",,"['constructor', 'java.util.Locale.LanguageRange']"
java.util.LongSummaryStatistics,"If you use a method belongs to java.util.LongSummaryStatistics , which method do you use?",,"['method', 'java.util.LongSummaryStatistics', 'method']"
java.util.LongSummaryStatistics,"if you use a constructor belongs to  java.util.LongSummaryStatistics,which type do you use？",,"['constructor', 'java.util.LongSummaryStatistics']"
java.util.Map.Entry,"If you use a method belongs to java.util.Map.Entry , which method do you use?",,"['method', 'java.util.Map.Entry', 'method']"
java.util.Map,"If you use a method belongs to java.util.Map , which method do you use?",,"['method', 'java.util.Map', 'method']"
java.util.MissingFormatArgumentException,"If you use a method belongs to java.util.MissingFormatArgumentException , which method do you use?",,"['method', 'java.util.MissingFormatArgumentException', 'method']"
java.util.MissingFormatArgumentException,"if you use a constructor belongs to  java.util.MissingFormatArgumentException,which type do you use？",,"['constructor', 'java.util.MissingFormatArgumentException']"
java.util.MissingFormatWidthException,"If you use a method belongs to java.util.MissingFormatWidthException , which method do you use?",,"['method', 'java.util.MissingFormatWidthException', 'method']"
java.util.MissingFormatWidthException,"if you use a constructor belongs to  java.util.MissingFormatWidthException,which type do you use？",,"['constructor', 'java.util.MissingFormatWidthException']"
java.util.MissingResourceException,"If you use a method belongs to java.util.MissingResourceException , which method do you use?",,"['method', 'java.util.MissingResourceException', 'method']"
java.util.MissingResourceException,"if you use a constructor belongs to  java.util.MissingResourceException,which type do you use？",,"['constructor', 'java.util.MissingResourceException']"
java.util.NavigableMap,Did your class or interface extends the java.util.SortedMap ?,,['java.util.SortedMap']
java.util.NavigableMap,"If you use a method belongs to java.util.NavigableMap , which method do you use?",,"['method', 'java.util.NavigableMap', 'method']"
java.util.NavigableSet,Did your class or interface extends the java.util.SortedSet ?,,['java.util.SortedSet']
java.util.NavigableSet,"If you use a method belongs to java.util.NavigableSet , which method do you use?",,"['method', 'java.util.NavigableSet', 'method']"
java.util.NoSuchElementException,"If you use a method belongs to java.util.NoSuchElementException , which method do you use?",,"['method', 'java.util.NoSuchElementException', 'method']"
java.util.NoSuchElementException,"if you use a constructor belongs to  java.util.NoSuchElementException,which type do you use？",,"['constructor', 'java.util.NoSuchElementException']"
java.util.Objects,"If you use a method belongs to java.util.Objects , which method do you use?",,"['method', 'java.util.Objects', 'method']"
java.util.Observable,"If you use a method belongs to java.util.Observable , which method do you use?",,"['method', 'java.util.Observable', 'method']"
java.util.Observable,"if you use a constructor belongs to  java.util.Observable,which type do you use？",,"['constructor', 'java.util.Observable']"
java.util.Observer,"If you use a method belongs to java.util.Observer , which method do you use?",,"['method', 'java.util.Observer', 'method']"
java.util.Optional,"If you use a method belongs to java.util.Optional , which method do you use?",,"['method', 'java.util.Optional', 'method']"
java.util.OptionalDouble,"If you use a method belongs to java.util.OptionalDouble , which method do you use?",,"['method', 'java.util.OptionalDouble', 'method']"
java.util.OptionalInt,"If you use a method belongs to java.util.OptionalInt , which method do you use?",,"['method', 'java.util.OptionalInt', 'method']"
java.util.OptionalLong,"If you use a method belongs to java.util.OptionalLong , which method do you use?",,"['method', 'java.util.OptionalLong', 'method']"
java.util.PrimitiveIterator,"If you use a method belongs to java.util.PrimitiveIterator , which method do you use?",,"['method', 'java.util.PrimitiveIterator', 'method']"
java.util.PrimitiveIterator.OfDouble,Did your class or interface extends the java.util.PrimitiveIterator ?,,['java.util.PrimitiveIterator']
java.util.PrimitiveIterator.OfDouble,"If you use a method belongs to java.util.PrimitiveIterator.OfDouble , which method do you use?",,"['method', 'java.util.PrimitiveIterator.OfDouble', 'method']"
java.util.PrimitiveIterator.OfInt,"If you use a method belongs to java.util.PrimitiveIterator.OfInt , which method do you use?",,"['method', 'java.util.PrimitiveIterator.OfInt', 'method']"
java.util.PrimitiveIterator.OfLong,"If you use a method belongs to java.util.PrimitiveIterator.OfLong , which method do you use?",,"['method', 'java.util.PrimitiveIterator.OfLong', 'method']"
java.util.PriorityQueue,Did your class or interface extends the java.util.AbstractQueue ?,,['java.util.AbstractQueue']
java.util.PriorityQueue,"If you use a method belongs to java.util.PriorityQueue , which method do you use?",,"['method', 'java.util.PriorityQueue', 'method']"
java.util.PriorityQueue,"if you use a constructor belongs to  java.util.PriorityQueue,which type do you use？",,"['constructor', 'java.util.PriorityQueue']"
java.util.Properties,Did your class or interface extends the java.util.Hashtable ?,,['java.util.Hashtable']
java.util.Properties,"If you use a method belongs to java.util.Properties , which method do you use?",,"['method', 'java.util.Properties', 'method']"
java.util.Properties,"if you use a constructor belongs to  java.util.Properties,which type do you use？",,"['constructor', 'java.util.Properties']"
java.util.PropertyPermission,"If you use a method belongs to java.util.PropertyPermission , which method do you use?",,"['method', 'java.util.PropertyPermission', 'method']"
java.util.PropertyPermission,"if you use a constructor belongs to  java.util.PropertyPermission,which type do you use？",,"['constructor', 'java.util.PropertyPermission']"
java.util.PropertyResourceBundle,"If you use a method belongs to java.util.PropertyResourceBundle , which method do you use?",,"['method', 'java.util.PropertyResourceBundle', 'method']"
java.util.PropertyResourceBundle,"if you use a constructor belongs to  java.util.PropertyResourceBundle,which type do you use？",,"['constructor', 'java.util.PropertyResourceBundle']"
java.util.Queue,"If you use a method belongs to java.util.Queue , which method do you use?",,"['method', 'java.util.Queue', 'method']"
java.util.Random,"If you use a method belongs to java.util.Random , which method do you use?",,"['method', 'java.util.Random', 'method']"
java.util.Random,"if you use a constructor belongs to  java.util.Random,which type do you use？",,"['constructor', 'java.util.Random']"
java.util.ResourceBundle.Control,"If you use a method belongs to java.util.ResourceBundle.Control , which method do you use?",,"['method', 'java.util.ResourceBundle.Control', 'method']"
